,Generator_loss,Discriminator_loss
0,0.5246729254722595,1.418908715248108
1,0.6057535409927368,1.3849676847457886
2,0.6246781349182129,1.3710662126541138
3,0.6255515813827515,1.3722631931304932
4,0.6292304992675781,1.3522355556488037
5,0.611701488494873,1.331894874572754
6,0.6058945655822754,1.2918363809585571
7,0.6097280383110046,1.2443865537643433
8,0.6231074333190918,1.2027268409729004
9,0.6381418704986572,1.1545588970184326
10,0.6411390900611877,1.137204885482788
11,0.6447834372520447,1.1309832334518433
12,0.6496056914329529,1.1181825399398804
13,0.6567661166191101,1.0993834733963013
14,0.667405366897583,1.0718704462051392
15,0.6738744378089905,1.052839994430542
16,0.6623429656028748,1.0852311849594116
17,0.6601674556732178,1.0933170318603516
18,0.6636317372322083,1.0855048894882202
19,0.6608064770698547,1.0916521549224854
20,0.6640695333480835,1.0855293273925781
21,0.6630192995071411,1.0854589939117432
22,0.6627843379974365,1.0844030380249023
23,0.6645922660827637,1.0836544036865234
24,0.6652083396911621,1.0805339813232422
25,0.6638773083686829,1.0808902978897095
26,0.6661953330039978,1.0781255960464478
27,0.6661514639854431,1.0773853063583374
28,0.6665505170822144,1.0772110223770142
29,0.6660820245742798,1.0771474838256836
30,0.6651376485824585,1.079653263092041
31,0.6632068753242493,1.08497154712677
32,0.6601547598838806,1.0921097993850708
33,0.6568083167076111,1.1001142263412476
34,0.6540593504905701,1.1071460247039795
35,0.6798350214958191,1.0449926853179932
36,0.6908357739448547,1.0139482021331787
37,0.6921874284744263,1.0093932151794434
38,0.657590925693512,1.0871073007583618
39,0.6393536329269409,1.1362570524215698
40,0.6390844583511353,1.1393287181854248
41,0.6386796832084656,1.1414520740509033
42,0.6379096508026123,1.1434334516525269
43,0.637353777885437,1.1446807384490967
44,0.6374574899673462,1.144209623336792
45,0.6369791030883789,1.1450308561325073
46,0.6369202136993408,1.1445155143737793
47,0.6367825269699097,1.1432512998580933
48,0.637272834777832,1.1412230730056763
49,0.637758731842041,1.1381574869155884
50,0.6394043564796448,1.1328850984573364
51,0.6414313912391663,1.1262762546539307
52,0.6452057361602783,1.1161847114562988
53,0.6503976583480835,1.1031062602996826
54,0.6567416191101074,1.0884861946105957
55,0.6626784205436707,1.0751444101333618
56,0.6675200462341309,1.0645053386688232
57,0.6721233129501343,1.0546101331710815
58,0.6758318543434143,1.0466666221618652
59,0.6785734295845032,1.0406944751739502
60,0.6808570027351379,1.0357913970947266
61,0.6829693913459778,1.0312786102294922
62,0.6846985220909119,1.0276241302490234
63,0.6858039498329163,1.025194764137268
64,0.6869282126426697,1.0227956771850586
65,0.6878852844238281,1.020748496055603
66,0.6887232065200806,1.0189732313156128
67,0.689373254776001,1.0175472497940063
68,0.6899784803390503,1.0162365436553955
69,0.6904047131538391,1.015296459197998
70,0.6908515691757202,1.014347791671753
71,0.6911230087280273,1.0137279033660889
72,0.6914536356925964,1.0130289793014526
73,0.6916324496269226,1.0126134157180786
74,0.6918811202049255,1.0120707750320435
75,0.6921060681343079,1.0115736722946167
76,0.6921995282173157,1.0113193988800049
77,0.6923397779464722,1.0110515356063843
78,0.692478597164154,1.0107529163360596
79,0.6925258636474609,1.0106301307678223
80,0.6926262974739075,1.0104119777679443
81,0.6926933526992798,1.010251760482788
82,0.6927512288093567,1.0101346969604492
83,0.6927986145019531,1.0100241899490356
84,0.6928340196609497,1.0099340677261353
85,0.6928727030754089,1.0098477602005005
86,0.6929037570953369,1.009788990020752
87,0.6929368376731873,1.0096702575683594
88,0.6929517984390259,1.0096725225448608
89,0.6929806470870972,1.009600281715393
90,0.6930007934570312,1.0095648765563965
91,0.6930125951766968,1.009531021118164
92,0.6930243372917175,1.0094953775405884
93,0.6930407285690308,1.0094674825668335
94,0.693045437335968,1.0094423294067383
95,0.693054735660553,1.0094119310379028
96,0.6929728984832764,1.0092952251434326
97,0.6928279995918274,1.0088354349136353
98,0.6929289102554321,1.0081678628921509
99,0.6927672028541565,1.0091297626495361
100,0.6927489638328552,1.0088294744491577
101,0.6927330493927002,1.0088225603103638
102,0.6926661729812622,1.0088715553283691
103,0.6928974390029907,1.0081807374954224
104,0.6931057572364807,1.0077522993087769
105,0.6929407119750977,1.0079797506332397
106,0.6928442716598511,1.0092822313308716
107,0.6928161382675171,1.0088293552398682
108,0.6929201483726501,1.0081982612609863
109,0.6928862929344177,1.0082828998565674
110,0.6926995515823364,1.0091392993927002
111,0.6928758025169373,1.0087867975234985
112,0.693041205406189,1.0078791379928589
113,0.6930785775184631,1.0077742338180542
114,0.6930841207504272,1.007692575454712
115,0.6930279731750488,1.0069738626480103
116,0.693082869052887,1.0065351724624634
117,0.6931095719337463,1.0064749717712402
118,0.6931198835372925,1.0064551830291748
119,0.6931238174438477,1.0064467191696167
120,0.6931279301643372,1.0064404010772705
121,0.6931309700012207,1.0064390897750854
122,0.6931338906288147,1.0064362287521362
123,0.6931359767913818,1.006432294845581
124,0.6931371092796326,1.0064281225204468
125,0.6931373476982117,1.0064274072647095
126,0.6931378841400146,1.0064256191253662
127,0.6931384205818176,1.0064245462417603
128,0.6931386590003967,1.0064222812652588
129,0.693139374256134,1.0064185857772827
130,0.69314044713974,1.006418228149414
131,0.6931406855583191,1.0064173936843872
132,0.6931414008140564,1.0064167976379395
133,0.6931416392326355,1.006415843963623
134,0.6931418776512146,1.0064153671264648
135,0.6931420564651489,1.0064150094985962
136,0.6931427717208862,1.006414532661438
137,0.6931450963020325,1.0064138174057007
138,0.6931470036506653,1.0064131021499634
139,0.6931471228599548,1.0064114332199097
140,0.6931472420692444,1.006410002708435
141,0.6931475400924683,1.0064091682434082
142,0.693147599697113,1.0064091682434082
143,0.6931477189064026,1.0064090490341187
144,0.6931477785110474,1.006408929824829
145,0.6931479573249817,1.0064088106155396
146,0.6931480765342712,1.0064088106155396
147,0.693148136138916,1.0064083337783813
148,0.693148136138916,1.0064083337783813
149,0.6931481957435608,1.0064082145690918
150,0.6931481957435608,1.0064080953598022
151,0.6931481957435608,1.0064080953598022
152,0.6931481957435608,1.0064080953598022
153,0.6931481957435608,1.0064082145690918
154,0.6931482553482056,1.0064082145690918
155,0.6931482553482056,1.0064079761505127
156,0.6931482553482056,1.0064080953598022
157,0.6931482553482056,1.0064079761505127
158,0.6931482553482056,1.0064079761505127
159,0.6931482553482056,1.0064077377319336
160,0.6931482553482056,1.0064074993133545
161,0.6931482553482056,1.0064074993133545
162,0.6931483149528503,1.0064072608947754
163,0.6931483149528503,1.0064069032669067
164,0.6931483149528503,1.0064069032669067
165,0.6931483149528503,1.0064070224761963
166,0.6931483149528503,1.0064069032669067
167,0.6931483149528503,1.0064069032669067
168,0.6931483149528503,1.0064069032669067
169,0.6931483149528503,1.0064069032669067
170,0.6931483149528503,1.0064069032669067
171,0.6931483149528503,1.0064069032669067
172,0.6931483149528503,1.0064069032669067
173,0.6931483149528503,1.0064069032669067
174,0.6931483149528503,1.0064069032669067
175,0.6931483149528503,1.0064069032669067
176,0.6931483149528503,1.0064069032669067
177,0.6931483149528503,1.0064069032669067
178,0.6931483149528503,1.0064069032669067
179,0.6931483149528503,1.0064069032669067
180,0.6931483149528503,1.0064069032669067
181,0.6931483149528503,1.0064069032669067
182,0.6931483149528503,1.0064069032669067
183,0.6931483149528503,1.0064069032669067
184,0.6931483149528503,1.0064069032669067
185,0.6931483149528503,1.0064069032669067
186,0.6931483149528503,1.0064069032669067
187,0.6931483149528503,1.0064069032669067
188,0.6931483149528503,1.0064069032669067
189,0.6931483149528503,1.0064069032669067
190,0.6931483149528503,1.0064069032669067
191,0.6931483149528503,1.0064069032669067
192,0.6931483149528503,1.0064069032669067
193,0.6931483149528503,1.0064069032669067
194,0.6931483149528503,1.0064069032669067
195,0.6931483149528503,1.0064069032669067
196,0.6931483149528503,1.0064069032669067
197,0.6931483149528503,1.0064069032669067
198,0.6931483149528503,1.0064069032669067
199,0.6931483149528503,1.0064069032669067
